Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simon Property Group, Inc. (NYSE:SPG)",NYSE:SPG,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Landlord,Retail REITs,"Simon Property Group, Inc. (NYSE:SPG) 2024 Form 10-K","Simon Property Group, Inc. (NYSE:SPG) is a self-administered and self-managed real estate investment trust (“REIT”). Simon Property Group, L.P., or the Operating Partnership, is our majority-owned partnership subsidiary that owns all of our real estate properties and other assets. In this package, the terms Simon, we, our, or the Company refer to Simon Property Group, Inc., the Operating Partnership, and its subsidiaries. We own, develop and manage premier shopping, dining, entertainment and mixed-use destinations, which consist primarily of malls, Premium Outlets, The Mills, and International Properties. At September 30, 2024, we owned or had an interest in 231 properties comprising 184 million square feet in North America, Asia and Europe. We also owned an 84% interest in The Taubman Realty Group, or TRG, which owns 22 regional, super-regional, and outlet malls in the U.S. and Asia. Additionally, at September 30, 2024, we had a 22.4% ownership interest in Klepierre, a publicly traded, Paris-based real estate company, which owns shopping centers in 14 European countries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius XM Holdings Inc. (NasdaqGS:SIRI),NasdaqGS:SIRI,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Cable and Satellite,Sirius XM Holdings Inc. (NasdaqGS:SIRI) 2020 Form 10-K,"Sirius XM Holdings Inc. operates as an audio entertainment company in North America. It operates in two segments, Sirius XM, and Pandora and Off-platform. The company’s Sirius XM segment provides music, sports, entertainment, comedy, talk, news, traffic and weather channels, and other content, as well as podcast and infotainment services on subscription fee basis; and live, curated, and exclusive and on demand programming services through satellite radio systems and streamed through applications for mobile and home devices, and other consumer electronic equipment. This segment also distributes satellite radios through automakers and retailers, as well as its website; podcasts, including true crime, news, politics, music, comedy, sports, and entertainment; and offers location-based services through two-way wireless connectivity, including safety, security, convenience, maintenance and data, remote vehicles diagnostic, and stolen or parked vehicle locator services. In addition, this segment provides music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; graphic information related to road closings, traffic flow, and incident data for consumers with in-vehicle navigation systems; real-time weather services in vehicles, boats, and planes; and music programming and commercial-free music services for office, restaurants, and other business. Its Pandora and Off-platform segment operates music, comedy, and podcast streaming platform, which offers personalized experience for listener through computers, tablets, mobile devices, vehicle speakers, and connected devices; and provides advertising services. The company was incorporated in 2013 and is headquartered in New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiTime Corporation (NasdaqGM:SITM),NasdaqGM:SITM,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Semiconductors,SiTime Corporation (NasdaqGM:SITM) 2024 Form 10-K,"SiTime Corporation designs, develops, and sells silicon timing systems solutions in Taiwan, Hong Kong, the United States, Singapore, and internationally. The company provides resonators and clock integrated circuits, and various types of oscillators. It serves various markets, including communications, datacenter, enterprise, automotive, industrial, internet of things, mobile, consumer, and aerospace and defense. The company sells its products directly to customers, distributors, and resellers. SiTime Corporation was incorporated in 2003 and is based in Santa Clara, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skillz Inc. (NYSE:SKLZ),NYSE:SKLZ,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,Skillz Inc. (NYSE:SKLZ) 2024 Form 10-K,"Skillz Inc. operates a mobile game platform in the United States, Israel, China, Malta, and internationally. The company operates in two segments, Skillz an Aarki. It offers eSports gaming platform, which enables game developers to monetize content through multi-player competition. The company provides advertising solutions for mobile app developers. It distributes games through direct app download from its website, as well as through third-party platforms. Skillz Inc. was founded in 2012 and is based in Las Vegas, Nevada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skyworks Solutions, Inc. (NasdaqGS:SWKS)",NasdaqGS:SWKS,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Semiconductors,"Skyworks Solutions, Inc. (NasdaqGS:SWKS) 2024 Form 10-K","Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and the rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, DC/DC converters, demodulators, detectors, digital power isolators, diodes, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, power over ethernet, power isolators, interface circuits, receivers, switches, synthesizers, timing devices, voltage controlled oscillators/synthesizers, and voltage regulators. The company products are the used in aerospace, automotive, broadband, cellular infrastructure, connected home, defense, entertainment and gaming, industrial, medical, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. Skyworks Solutions, Inc. was founded in 1962 and is based in Irvine, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Cycle AB (publ) (OM:SLEEP),OM:SLEEP,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Application Software,Sleep Cycle AB (publ) (OM:SLEEP) - Form Doc,"Sleep Cycle AB (publ) provides sleep tracking applications in Sweden. It develops sleep and health platforms. The company offers Sleep Cycle app, an application that provides sleep-related solutions. Sleep Cycle AB (publ) was incorporated in 2001 and is headquartered in Gothenburg, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smart Digital Technology Group Limited (SEHK:1159),SEHK:1159,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Trading Companies and Distributors,Smart Digital Technology Group Limited (SEHK:1159) 2023 Form Doc,"Smart Digital Technology Group Limited, together with its subsidiaries, engages in the media and culture business in the United States, Hong Kong, and Mainland China. It is involved in the investment, production, and distribution of films, motion picture projects, and television programs. The company was formerly known as Starlight Culture Entertainment Group Limited and changed its name to Smart Digital Technology Group Limited in July 2024. Smart Digital Technology Group Limited was incorporated in 1997 and is headquartered in Quarry Bay, Hong Kong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Snail, Inc. (NasdaqCM:SNAL)",NasdaqCM:SNAL,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,"Snail, Inc. (NasdaqCM:SNAL) 2024 Form 10-K","Snail, Inc., together with its subsidiaries, researches, develops, markets, publishes, and distributes interactive digital entertainment for consumers worldwide. It offers games, content, and support for various platforms, including game consoles, personal computers, mobile phones, and tablets. Snail, Inc. was founded in 2009 and is headquartered in Culver City, California. Snail, Inc. operates as a subsidiary of Olive Wood Global Development Limited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Society Pass Incorporated (NasdaqCM:SOPA),NasdaqCM:SOPA,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Media and Services,Society Pass Incorporated (NasdaqCM:SOPA) 2024 Form 10-K,"Society Pass Incorporated acquires and operates fintech and e-commerce platforms and mobile applications for consumers and merchants in Indonesia, Vietnam, Philippines, Singapore, the United States, Thailand, Malaysia, and Hong Kong. It operates through Online Grocery and Food and Groceries Deliveries, Digital Marketing, Online Ticketing and Reservation, Telecommunications Reseller, e-Commerce, and Merchant Point of Sale segments. The company operates Leflair, an online lifestyle platform that offers services and products, such as fashion and accessories, beauty and personal care, and home and lifestyle; an online food delivery service under the Handycart and Mangan brand name; and Pushkart, an online grocery delivery service. It also sells hardware and software for a point of sales application to merchants; local mobile phone and global internet data plans; and domestic and overseas air ticket, and global hotel reservations, as well as offers digital marketing services. In addition, the company provides IP licensing, computer sciences consultancy and data analytics, software production, and event organizing services. The company was formerly known as Food Society, Inc. and changed its name to Society Pass Incorporated in October 2018. Society Pass Incorporated was incorporated in 2018 and is headquartered in Singapore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Socket Mobile, Inc. (NasdaqCM:SCKT)",NasdaqCM:SCKT,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals","Socket Mobile, Inc. (NasdaqCM:SCKT) 2024 Form 10-K","Socket Mobile, Inc. provides data capture and delivery solutions in the United States, Europe, Asia, and internationally. Its products and solutions are integrated into mobile applications for applications in the areas of point of sale, commercial services, asset tracking, manufacturing and quality control processes, transportation and logistics, event management, medical, and education. The company also offers cordless data capture devices that connect through Bluetooth and work with applications running on smartphones, mobile computers, and tablets; SocketScan and DuraScan 700 series, companion scanners and 800 series, attachable scanners, and wearables; and DuraSled, a barcode scanning sled that protects phones from impact damage and provides charging solutions. In addition, it offers D600, a handheld model to reads and writes various types of electronic SmartTags and transfers data with near-field communication (NFC); S550, a contactless membership card reader/writer; and S370 product that supports barcode scanning, and NFC reading and writing technologies. Further, the company provides SocketCam C820 and C860, which are camera-based barcode scanners; software developer kits, such as CaptureSDK that enables the App providers to modify captured data, control the placement of the barcoded or RFID data in their applications, and control the feedback to the user. It serves retail, commercial services, industrial and manufacturing, transportation and logistics, and healthcare industries through a network of distributors, online resellers, and application providers, as well as online stores. The company was formerly known as Socket Communications, Inc. and changed its name to Socket Mobile, Inc. in April 2008. Socket Mobile, Inc. was founded in 1992 and is headquartered in Fremont, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sonos, Inc. (NasdaqGS:SONO)",NasdaqGS:SONO,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Consumer Electronics,"Sonos, Inc. (NasdaqGS:SONO) 2024 Form 10-K","Sonos, Inc., together with its subsidiaries, designs, develops, manufactures, and sells audio products and services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers wireless, portable, and home theater speakers; and headphones, components, and accessories. It offers its products through physical stores, websites, online retailers, and custom installers. The company was formerly known as Rincon Audio, Inc. and changed its name to Sonos, Inc. in May 2004. Sonos, Inc. was incorporated in 2002 and is headquartered in Santa Barbara, California.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound Group Inc. (NasdaqCM:SOGP),NasdaqCM:SOGP,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,Sound Group Inc. (NasdaqCM:SOGP) 2024 Form 20-F,"Sound Group Inc. operates as an audio-centric social and entertainment company. It focuses on building audio platform to connect and communicate. The company, through its product portfolio and in-house technologies, caters to user interest in audio entertainment and social networking. It also engages in investment holding, technical support and consulting, advertising, and postcast activties. The company was formerly known as LIZHI INC. and changed its name to Sound Group Inc. in January 2024. Sound Group Inc. was founded in 2010 and is based in Singapore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So-Young International Inc. (NasdaqGM:SY),NasdaqGM:SY,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Media and Services,So-Young International Inc. (NasdaqGM:SY) 2024 Form 20-F,"So-Young International Inc. operates an online platform for consumption healthcare services in the People’s Republic of China. The company offers So-Young Mobile App that offers users medical aesthetic knowledge and experience to reach an informed medical aesthetic treatment decision and make reservations for treatment with medical professionals and medical aesthetic institutions; So-Young Beauty which provides similar interfaces and functions as the mobile app, as well as serves as additional access points to the platform; and medical aesthetic community content through its website soyoung.com. It provides content in various media formats on its online platform generated by users, including professional generated, content from in-house editorial team that shares opinions on specific new medical procedures and trends; user generated content comprising Beauty Diaries that provides details about medical institution, doctor, price, and other information on the treatment; professional user generated, contents from the medical aesthetic influencers; and doctor generated, content from doctors to generate knowledge. In addition, the company offers consumption healthcare services, including dermatology, dentistry and orthodontics, physical examinations, gynecology, and postnatal care; reservation services; and software as a service. Further, it engages in research and development, production, sales, and agency of laser and other optoelectronic medical beauty equipment; manufacture and sells light therapy device, surgical laser device and other equipment; internet information and technology advisory; online medical treatment and consultation; management consulting; internet culture; micro finance services, as well as sells cosmetics products. The company was founded in 2013 and is headquartered in Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark Networks GmbH,-,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Media and Services,Spark Networks GmbH 2023 Form 10-K,"Spark Networks GmbH operates online dating sites and mobile applications in the he United States, Canada, Australia, the United Kingdom, and France. It focuses on 40+ age demographic and faith-based affiliations. The company operates its dating platforms under the Zoosk, EliteSingles, Christian Mingle, Jdate, JSwipe, and SilverSingles brands. Spark Networks GmbH was founded in 1997 and is headquartered in Berlin, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spin Master Corp. (TSX:TOY),TSX:TOY,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Licensor,Leisure Products,Spin Master Corp. (TSX:TOY) 2023 Form Doc,"Spin Master Corp., a children’s entertainment company, engages in the creation, design, manufacture, licensing, and marketing of various toys, entertainment products, and digital games in North America, Europe, and internationally. The Toys segment’s product categories include activities, games and puzzles, and plush; wheels and action; outdoor; and preschool, dolls, and interactive products. The Entertainment segment engages in the creation and production of multi-platform content, stories, and characters in original shows, short-form series, and films. The Digital Games segment is involved in the development of digital games distributed via third-party platform providers. The company was founded in 1994 and is headquartered in Toronto, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportradar Group AG (NasdaqGS:SRAD),NasdaqGS:SRAD,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Casinos and Gaming,Sportradar Group AG (NasdaqGS:SRAD) 2024 Form 20-F,"Sportradar Group AG, together with its subsidiaries, provides sports data services for the sports betting and media industries in the United Kingdom, the United States, Malta, Switzerland, and internationally. Its sports data services to the bookmaking under the Betradar brand name, and to the international media industry under the Sportradar Media Services brand name. The company offers mission-critical software, data, and content to sports leagues and federations, betting operators, and media companies. It also provides sports entertainment, gaming, and sports solutions, as well as live streaming solution for online, mobile, and retail sports betting. In addition, its software solutions address the entire sports betting value chain from traffic generation and advertising technology to the collection, processing, and extrapolation of data and odds, as well as to visualization solutions, risk management, and platform services. Sportradar Group AG was founded in 2001 and is headquartered in Sankt Gallen, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporttotal AG (XTRA:WIG1),XTRA:WIG1,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Broadcasting,Sporttotal AG (XTRA:WIG1) - Form Doc,"Sporttotal AG produces, broadcasts, transmits, and markets sports and adventure events worldwide. The company operates through three segments: Venues, Digital, and Live. It also operates a streaming platform for live sports and events; and #dabeiTV, a TV channel that is broadcasted through the MagentaTV platform. In addition, the company provides advertising services comprising online advertising, in-stream commercials, and the production/provision of promotional content. Further, it engages in audiovisual accompaniment of hybrid company events; marketing initiatives; and production of image films or contributions for corporate TV channels of large companies’ portfolio, as well as offers technical equipment of racetracks, as well as sports and meeting places. The company was formerly known as _wige MEDIA AG and changed its name to Sporttotal AG in September 2017. Sporttotal AG was founded in 1978 and is based in Cologne, Germany.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spotify Technology S.A. (NYSE:SPOT),NYSE:SPOT,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Movies and Entertainment,Spotify Technology S.A. (NYSE:SPOT) 2024 Form 20-F,"Spotify Technology S.A., together with its subsidiaries, provides audio streaming subscription services worldwide. It operates through two segments, Premium and Ad-Supported. The Premium segment offers unlimited online and offline streaming access to its catalog of music and podcasts without commercial breaks to its subscribers. This segment sells directly to the end users. The Ad-Supported segment provides on-demand online access to its catalog of music and unlimited online access to the catalog of podcasts to its users on their computers, tablets, and compatible mobile devices. The company also offers sales, distribution and marketing, contract research and development, and customer and other support services. Spotify Technology S.A. was incorporated in 2006 and is based in Luxembourg City, Luxembourg.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stagwell Inc. (NasdaqGS:STGW),NasdaqGS:STGW,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Advertising,Stagwell Inc. (NasdaqGS:STGW) 2024 Form 10-K,"Stagwell Inc. provides digital transformation, performance media and data, consumer insights and strategy, and creativity and communications services. The company operates through three segments: Integrated Agencies Network, Brand Performance Network, and Communications Network. It designs and builds digital platforms and experiences that support the delivery of content, commerce, service, and sales; creates websites, mobile applications, back-end systems, content and data management systems, and other digital environments; designs and implements technology and data strategies; and develops software and related technology products, including artificial intelligence (AI)-enabled communications, research, and media technology, cookie-less data platforms for advance targeting and activation, software tools for e-commerce applications, specialty media solutions in the augmented reality space, and text messaging applications for consumer engagement. The company also provides audience analysis, and media buying and planning services; and strategic insights and guidance services that offers business content, product, communications, and media strategies. In addition, it offers strategy development, advertising creation, live events, immersive digital experiences, cross platform engagement, and social media content services; and leadership, investor and financial relations, social media, executive positioning and visibility, strategic communication, public relation, and public affair services. Further, the company provides Stagwell Marketing Cloud, a suite of software-as-a-service (SaaS) and data-as-a-service (DaaS) technology solutions, including research and insights, communications technology, advance media platform, and media studios; and technology-driven solutions for in-house marketers. Stagwell Inc. is headquartered in New York, New York.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stillfront Group AB (publ) (OM:SF),OM:SF,Apple Inc. (NasdaqGS:AAPL),"Self
                         ",Supplier,Interactive Home Entertainment,Stillfront Group AB (publ) (OM:SF) 2024 Form Doc,"Stillfront Group AB (publ), through its subsidiaries, designs, develops, markets, publishes, and sells digital games in Europe, North America, the United Kingdom, and the Middle East and North Africa region. The company’s games portfolio include Supremacy 1914, Call of War, What’s the Pic, Adult Coloring Book, Letter Soup, BitLife, Conflict of Nations: World War 3, eRepublik.com, War and Peace: Civil War Clash, The Great War Rivals, Ultimate General: Gettysburg, Naval Action, Ultimate General: Civil War, Empire, and Imperia Online. Its games portfolio also include Tarneeb, Trix, Hand, Dominoes, Baloot, Estimation, Battle pirates, Rise of Firstborn, War Commander, Vega Conflict, War Commander: Rogue Assault, Ludo Club, Teen Patti Gold, Parchis Club, Tabou Stories, My Story, Hollywood Story, Big Farm: Mobile Harvest, OFM, Shakes & Fidget, Word Collect, Trivia Star, Fun Frenzy Trivia, Albion Online, Home Design Makeover, Property Brothers Home Design, and casual games. Stillfront Group AB (publ) was incorporated in 2007 and is headquartered in Stockholm, Sweden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
